ip,date,method,path,status_code,body_bytes_sent,http_referer,ua,host,exec_time
46.98.185.22,17/Jun/2020:21:14:48 +0000,PATCH,/api/v1/rooms/housekeeping-list/21/,400,42,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.086
46.98.185.22,17/Jun/2020:21:15:35 +0000,GET,/api/v1/rooms/types/,200,656,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.163
46.98.185.22,17/Jun/2020:21:15:35 +0000,GET,/api/v1/accounts/housekeepers/,200,227,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.217
46.98.185.22,17/Jun/2020:21:15:35 +0000,GET,/api/v1/rooms/housekeeping-list/?,200,698,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.463
46.98.185.22,17/Jun/2020:21:19:09 +0000,GET,/api/v1/rooms/types/,200,656,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.318
46.98.185.22,17/Jun/2020:21:19:09 +0000,GET,/api/v1/accounts/housekeepers/,200,227,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.370
46.98.185.22,17/Jun/2020:21:19:09 +0000,GET,/api/v1/rooms/housekeeping-list/?,200,698,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.570
46.98.185.22,17/Jun/2020:21:21:28 +0000,GET,/api/v1/rooms/types/,200,656,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.143
46.98.185.22,17/Jun/2020:21:21:28 +0000,GET,/api/v1/rooms/housekeeping-list/?,200,698,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.353
46.98.185.22,17/Jun/2020:21:21:28 +0000,GET,/api/v1/accounts/housekeepers/,200,227,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.086
46.98.185.22,17/Jun/2020:21:27:08 +0000,PATCH,/api/v1/rooms/housekeeping-list/21/,200,352,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.190
46.98.185.22,17/Jun/2020:21:27:08 +0000,PATCH,/api/v1/rooms/housekeeping-list/22/,200,193,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.105
46.98.185.22,17/Jun/2020:21:27:09 +0000,OPTIONS,/api/v1/rooms/housekeeping-list/23/,200,0,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.001
46.98.185.22,17/Jun/2020:21:27:09 +0000,PATCH,/api/v1/rooms/housekeeping-list/23/,200,203,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.120
46.98.185.22,17/Jun/2020:21:27:09 +0000,OPTIONS,/api/v1/rooms/housekeeping-list/24/,200,0,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.001
46.98.185.22,17/Jun/2020:21:27:10 +0000,PATCH,/api/v1/rooms/housekeeping-list/24/,200,193,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.081
46.98.185.22,17/Jun/2020:21:27:11 +0000,PATCH,/api/v1/rooms/housekeeping-list/24/,200,194,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.123
46.98.185.22,17/Jun/2020:21:27:11 +0000,PATCH,/api/v1/rooms/housekeeping-list/25/,200,193,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.097
46.98.185.22,17/Jun/2020:21:27:15 +0000,PATCH,/api/v1/rooms/housekeeping-list/21/,200,352,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.140
46.98.185.22,17/Jun/2020:21:27:16 +0000,PATCH,/api/v1/rooms/housekeeping-list/22/,200,194,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.145
46.98.185.22,17/Jun/2020:21:27:16 +0000,PATCH,/api/v1/rooms/housekeeping-list/23/,200,204,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.069
46.98.185.22,17/Jun/2020:21:31:43 +0000,GET,/api/v1/rooms/types/,200,650,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.268
46.98.185.22,17/Jun/2020:21:31:44 +0000,GET,/api/v1/accounts/housekeepers/,200,227,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.402
46.98.185.22,17/Jun/2020:21:31:44 +0000,GET,/api/v1/rooms/housekeeping-list/?,200,697,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.624
46.98.185.22,17/Jun/2020:21:33:07 +0000,GET,/api/v1/rooms/types/,200,650,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.244
46.98.185.22,17/Jun/2020:21:33:07 +0000,GET,/api/v1/accounts/housekeepers/,200,227,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.232
46.98.185.22,17/Jun/2020:21:33:08 +0000,GET,/api/v1/rooms/housekeeping-list/?,200,697,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.490
46.98.185.22,17/Jun/2020:21:33:09 +0000,OPTIONS,/api/v1/bookings/reservation-list/?check_in=2020-06-18&check_out=2020-06-18&created=2020-06-18&source=&page=1&page_size=100,200,0,http://localhost:3000/reservations/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.001
46.98.185.22,17/Jun/2020:21:33:09 +0000,GET,/api/v1/rooms/types/,200,650,http://localhost:3000/reservations/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.151
46.98.185.22,17/Jun/2020:21:33:09 +0000,GET,/api/v1/bookings/reservation-list/?check_in=2020-06-18&check_out=2020-06-18&created=2020-06-18&source=&page=1&page_size=100,200,74,http://localhost:3000/reservations/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.146
46.98.185.22,17/Jun/2020:21:33:31 +0000,OPTIONS,/api/v1/accounts/guests/status/,200,0,http://localhost:3000/guest/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.001
46.98.185.22,17/Jun/2020:21:33:31 +0000,OPTIONS,/api/v1/accounts/guests/?page=1&ordering=,200,0,http://localhost:3000/guest/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.000
46.98.185.22,17/Jun/2020:21:33:32 +0000,GET,/api/v1/accounts/guests/status/,200,76,http://localhost:3000/guest/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.096
46.98.185.22,17/Jun/2020:21:33:32 +0000,GET,/api/v1/accounts/guests/?page=1&ordering=,200,987,http://localhost:3000/guest/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.193
46.98.185.22,17/Jun/2020:21:33:35 +0000,GET,/api/v1/rooms/types/,200,650,http://localhost:3000/reservations/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.213
46.98.185.22,17/Jun/2020:21:33:35 +0000,GET,/api/v1/bookings/reservation-list/?check_in=2020-06-18&check_out=2020-06-18&created=2020-06-18&source=&page=1&page_size=100,200,74,http://localhost:3000/reservations/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.251
46.98.185.22,17/Jun/2020:21:33:37 +0000,OPTIONS,/api/v1/bookings/calendar?start=2020-01-01&end=2021-01-01,200,0,http://localhost:3000/calendar/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.001
46.98.185.22,17/Jun/2020:21:33:37 +0000,GET,/api/v1/rooms/types/,200,650,http://localhost:3000/calendar/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.127
46.98.185.22,17/Jun/2020:21:33:37 +0000,GET,/api/v1/bookings/calendar?start=2020-01-01&end=2021-01-01,301,0,http://localhost:3000/calendar/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.001
46.98.185.22,17/Jun/2020:21:33:37 +0000,OPTIONS,/api/v1/bookings/calendar/?start=2020-01-01&end=2021-01-01,200,0,http://localhost:3000/calendar/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.001
46.98.185.22,17/Jun/2020:21:33:38 +0000,GET,/api/v1/bookings/calendar/?start=2020-01-01&end=2021-01-01,200,3888,http://localhost:3000/calendar/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.242
46.98.185.22,17/Jun/2020:21:33:43 +0000,GET,/api/v1/bookings/reservation-list/?check_in=2020-06-18&check_out=2020-06-18&created=2020-06-18&source=&page=1&page_size=100,200,74,http://localhost:3000/reservations/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.257
46.98.185.22,17/Jun/2020:21:33:43 +0000,GET,/api/v1/rooms/types/,200,650,http://localhost:3000/reservations/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.266
46.98.185.22,17/Jun/2020:21:33:44 +0000,GET,/api/v1/accounts/guests/status/,200,76,http://localhost:3000/guest/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.076
46.98.185.22,17/Jun/2020:21:33:44 +0000,GET,/api/v1/accounts/guests/?page=1&ordering=,200,987,http://localhost:3000/guest/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.109
46.98.185.22,17/Jun/2020:21:33:46 +0000,GET,/api/v1/dashboard/,200,461,http://localhost:3000/dashboard/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.694
46.98.185.22,17/Jun/2020:21:34:03 +0000,GET,/api/v1/rooms/types/,200,650,http://localhost:3000/calendar/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.121
46.98.185.22,17/Jun/2020:21:34:03 +0000,GET,/api/v1/bookings/calendar/?start=2020-01-01&end=2021-01-01,200,3888,http://localhost:3000/calendar/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.217
46.98.185.22,17/Jun/2020:21:34:07 +0000,GET,/api/v1/dashboard/,200,461,http://localhost:3000/dashboard/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.725
46.98.185.22,17/Jun/2020:21:34:10 +0000,GET,/api/v1/rooms/types/,200,650,http://localhost:3000/calendar/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.099
46.98.185.22,17/Jun/2020:21:34:11 +0000,GET,/api/v1/bookings/calendar/?start=2020-01-01&end=2021-01-01,200,3888,http://localhost:3000/calendar/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.263
46.98.185.22,17/Jun/2020:21:34:16 +0000,OPTIONS,/api/v1/rooms/types/base-rates/,200,0,http://localhost:3000/room-rates/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.001
46.98.185.22,17/Jun/2020:21:34:16 +0000,GET,/api/v1/rooms/types/,200,650,http://localhost:3000/room-rates/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.129
46.98.185.22,17/Jun/2020:21:34:16 +0000,GET,/api/v1/rooms/types/base-rates/,200,388,http://localhost:3000/room-rates/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.109
46.98.185.22,17/Jun/2020:21:34:24 +0000,GET,/api/v1/rooms/types/base-rates/,200,388,http://localhost:3000/room-rates/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.116
46.98.185.22,17/Jun/2020:21:34:24 +0000,GET,/api/v1/rooms/types/,200,650,http://localhost:3000/room-rates/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.211
46.98.185.22,17/Jun/2020:21:34:28 +0000,GET,/api/v1/accounts/housekeepers/,200,227,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.121
46.98.185.22,17/Jun/2020:21:34:28 +0000,GET,/api/v1/rooms/types/,200,650,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.224
46.98.185.22,17/Jun/2020:21:34:28 +0000,GET,/api/v1/rooms/housekeeping-list/?,200,697,http://localhost:3000/housekeeping/inspection/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.552
46.98.185.22,17/Jun/2020:21:34:29 +0000,GET,/api/v1/rooms/types/base-rates/,200,388,http://localhost:3000/room-rates/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.094
46.98.185.22,17/Jun/2020:21:34:29 +0000,GET,/api/v1/rooms/types/,200,650,http://localhost:3000/room-rates/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.158
46.98.185.22,17/Jun/2020:21:36:54 +0000,GET,/api/v1/rooms/types/,200,650,http://localhost:3000/room-rates/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.135
46.98.185.22,17/Jun/2020:21:36:54 +0000,GET,/api/v1/rooms/types/base-rates/,200,388,http://localhost:3000/room-rates/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.199
46.98.185.22,17/Jun/2020:21:36:59 +0000,GET,/api/v1/accounts/housekeepers/,200,227,http://localhost:3000/housekeeping/housekeepers/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.102
46.98.185.22,17/Jun/2020:21:37:04 +0000,OPTIONS,/api/v1/accounts/housekeepers/20,200,0,http://localhost:3000/housekeeping/housekeepers/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.001
46.98.185.22,17/Jun/2020:21:37:04 +0000,PATCH,/api/v1/accounts/housekeepers/20,301,0,http://localhost:3000/housekeeping/housekeepers/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.002
46.98.185.22,17/Jun/2020:21:37:04 +0000,OPTIONS,/api/v1/accounts/housekeepers/20/,200,0,http://localhost:3000/housekeeping/housekeepers/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.001
46.98.185.22,17/Jun/2020:21:37:04 +0000,PATCH,/api/v1/accounts/housekeepers/20/,400,52,http://localhost:3000/housekeeping/housekeepers/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",159.89.237.112,0.136
128.14.134.134,17/Jun/2020:23:44:42 +0000,GET,/solr/,401,590,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36",159.89.237.112,0.000
41.184.176.90,18/Jun/2020:00:44:33 +0000,GET,/,401,590,-,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",159.89.237.112,0.000
141.98.10.133,18/Jun/2020:01:06:00 +0000,GET,/,401,188,-,libwww-perl/6.44,159.89.237.112,0.000
45.92.126.74,18/Jun/2020:01:47:06 +0000,HEAD,/robots.txt,401,0,-,-,159.89.237.112,0.000
180.129.19.174,18/Jun/2020:02:26:22 +0000,GET,/,400,166,-,-,159.89.237.112,0.219
94.177.214.123,18/Jun/2020:03:05:30 +0000,POST,/boaform/admin/formLogin,401,188,http://159.89.237.112:80/admin/login.asp,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:71.0) Gecko/20100101 Firefox/71.0,159.89.237.112,0.000
109.99.116.250,18/Jun/2020:03:07:33 +0000,GET,/,400,166,-,-,159.89.237.112,0.125
109.228.219.140,18/Jun/2020:03:21:19 +0000,GET,/,401,590,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",159.89.237.112,0.000
101.95.184.210,18/Jun/2020:04:31:18 +0000,GET,/manager/html,401,590,-,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),159.89.237.112,0.000
205.185.114.231,18/Jun/2020:04:34:32 +0000,POST,/boaform/admin/formLogin,401,188,http://159.89.237.112:80/admin/login.asp,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:71.0) Gecko/20100101 Firefox/71.0,159.89.237.112,0.000
109.197.81.96,18/Jun/2020:04:35:42 +0000,GET,/,400,166,-,-,159.89.237.112,0.124
86.120.40.195,18/Jun/2020:04:37:25 +0000,GET,/,400,166,-,-,159.89.237.112,0.234
181.114.138.182,18/Jun/2020:05:40:25 +0000,GET,/,401,590,-,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",159.89.237.112,0.000
195.54.160.135,18/Jun/2020:05:46:52 +0000,GET,/solr/admin/info/system?wt=json,401,590,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",159.89.237.112,0.000
195.54.160.135,18/Jun/2020:05:55:50 +0000,GET,/?a=fetch&content=<php>die(@md5(HelloThinkCMF))</php>,401,590,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",159.89.237.112,0.000
195.54.160.135,18/Jun/2020:05:55:51 +0000,GET,/?XDEBUG_SESSION_START=phpstorm,401,590,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",159.89.237.112,0.000
202.164.149.69,18/Jun/2020:06:01:27 +0000,GET,/,400,166,-,-,159.89.237.112,0.236
195.54.160.135,18/Jun/2020:06:15:45 +0000,GET,/index.php?s=/Index/\x5Cthink\x5Capp/invokefunction&function=call_user_func_array&vars[0]=md5&vars[1][]=HelloThinkPHP,401,590,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",159.89.237.112,0.000
202.44.251.205,18/Jun/2020:08:46:47 +0000,GET,/,400,166,-,-,159.89.237.112,0.251
103.203.227.245,18/Jun/2020:08:51:12 +0000,GET,/,401,188,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7",159.89.237.112,0.000
192.35.168.193,18/Jun/2020:09:01:04 +0000,GET,/,401,188,-,-,159.89.237.112,0.000
192.35.168.193,18/Jun/2020:09:01:04 +0000,GET,/,401,188,-,Mozilla/5.0 zgrab/0.x,159.89.237.112,0.000
5.236.160.142,18/Jun/2020:09:02:51 +0000,GET,/,401,590,-,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",159.89.237.112,0.000
94.177.214.123,18/Jun/2020:09:03:03 +0000,GET,/,401,188,http://159.89.237.112:80/left.html,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0,159.89.237.112,0.000
195.54.160.135,18/Jun/2020:09:36:54 +0000,POST,/api/jsonws/invoke,404,1803,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",159.89.237.112,0.271
91.69.155.102,18/Jun/2020:10:58:46 +0000,GET,/,401,590,-,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",159.89.237.112,0.000
201.218.64.38,18/Jun/2020:11:01:03 +0000,POST,/cgi-bin/mainfunction.cgi,401,188,-,XTC,127.0.0.1,0.000
162.243.136.193,18/Jun/2020:11:05:25 +0000,GET,/portal/redlion,401,188,-,Mozilla/5.0 zgrab/0.x,159.89.237.112,0.000
45.83.67.123,18/Jun/2020:13:40:20 +0000,GET,/,401,188,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0,159.89.237.112,0.000
162.243.140.93,18/Jun/2020:13:50:38 +0000,GET,/ReportServer,401,188,-,Mozilla/5.0 zgrab/0.x,159.89.237.112,0.000
